番号,緯度,経度,住所,区ID,管理区,砂箱ID,用途,
993,43.074865 ,141.305174 ,北海道札幌市西区二十四軒四条５丁目１０,01107,西区,KH16,歩道用,
994,43.075062 ,141.305232 ,北海道札幌市西区琴似一条４丁目２,01107,西区,KH17,歩道用,
995,43.078196 ,141.302294 ,北海道札幌市西区琴似二条４丁目４,01107,西区,KH18,歩道用,
996,43.073027 ,141.299650 ,北海道札幌市西区琴似二条７丁目２,01107,西区,KH19,歩道用,
997,43.072914 ,141.299834 ,北海道札幌市西区琴似一条７丁目３,01107,西区,KH20,歩道用,
998,43.081946 ,141.289854 ,北海道札幌市西区発寒三条６丁目１,01107,西区,KH21,歩道用,
999,43.081847 ,141.290049 ,北海道札幌市西区発寒二条５丁目６,01107,西区,KH22,歩道用,
1000,43.081661 ,141.289837 ,北海道札幌市西区西町北７丁目４,01107,西区,KH23,歩道用,
1001,43.081798 ,141.289650 ,北海道札幌市西区西町北８丁目６,01107,西区,KH24,歩道用,
1002,43.089945 ,141.277553 ,北海道札幌市西区発寒六条１０丁目１,01107,西区,KH25,歩道用,
1003,43.089816 ,141.277756 ,北海道札幌市西区発寒六条９丁目３,01107,西区,KH26,歩道用,
1004,43.089637 ,141.277557 ,北海道札幌市西区発寒六条９丁目２,01107,西区,KH27,歩道用,
1005,43.089762 ,141.277365 ,北海道札幌市西区宮の沢一条１丁目１０,01107,西区,KH28,歩道用,
1006,43.089116 ,141.276907 ,北海道札幌市西区西町北２０丁目５,01107,西区,KH29,歩道用,
1007,43.089559 ,141.293652 ,北海道札幌市西区発寒六条３丁目２,01107,西区,KH30,歩道用,
1008,43.081172 ,141.308575 ,北海道札幌市西区八軒一条西１丁目１,01107,西区,KH31,歩道用,
1009,43.083741 ,141.311439 ,北海道札幌市西区八軒二条西１丁目３,01107,西区,KH32,歩道用,
1010,43.085037 ,141.312849 ,北海道札幌市西区八軒三条西１丁目５,01107,西区,KH33,歩道用,
1011,43.084955 ,141.312953 ,北海道札幌市西区八軒三条東１丁目７,01107,西区,KH34,歩道用,
1012,43.082903 ,141.322259 ,北海道札幌市西区八軒六条東４丁目１,01107,西区,KH35,歩道用,
1013,43.082667 ,141.322298 ,北海道札幌市西区八軒五条東５丁目５,01107,西区,KH36,歩道用,
1014,43.085739 ,141.325649 ,北海道札幌市西区八軒九条東５丁目１,01107,西区,KH37,歩道用,
1015,43.099818 ,141.293623 ,北海道札幌市西区発寒十四条３丁目３,01107,西区,KH38,歩道用,
1016,43.099715 ,141.293459 ,北海道札幌市西区発寒十三条４丁目１３,01107,西区,KH39,歩道用,
1017,43.101515 ,141.290920 ,北海道札幌市西区発寒十四条４丁目２,01107,西区,KH40,歩道用,
1018,43.101482 ,141.290525 ,北海道札幌市西区発寒十三条１１丁目３,01107,西区,KH41,歩道用,
1019,43.087020 ,141.315262 ,北海道札幌市西区八軒六条東１丁目４,01107,西区,KH42,歩道用,
1020,43.086980 ,141.314978 ,北海道札幌市西区八軒五条西１丁目１,01107,西区,KH43,歩道用,
1021,43.090084 ,141.293786 ,北海道札幌市西区発寒十条３丁目１,01107,西区,KH44,歩道用,
1022,43.083174 ,141.310814 ,北海道札幌市西区八軒二条西１丁目３,01107,西区,KH45,歩道用,
1023,43.082290 ,141.306523 ,北海道札幌市西区八軒一条西２丁目３,01107,西区,KH46,歩道用,
1024,43.088434 ,141.276150 ,北海道札幌市西区西町北２０丁目３,01107,西区,KH47,歩道用,
1025,43.071614 ,141.301729 ,北海道札幌市西区山の手二条１丁目４,01107,西区,KH48,歩道用,
1026,43.087469 ,141.274746 ,北海道札幌市西区宮の沢一条１丁目１,01107,西区,KH49,歩道用,
1027,43.076261 ,141.303214 ,北海道札幌市西区琴似二条４丁目２,01107,西区,TH1,歩道用,
1028,43.076171 ,141.303392 ,北海道札幌市西区琴似一条４丁目３,01107,西区,TH2,歩道用,
1029,43.076039 ,141.303228 ,北海道札幌市西区琴似一条５丁目４,01107,西区,TH3,歩道用,
1030,43.076127 ,141.303080 ,北海道札幌市西区琴似二条５丁目１,01107,西区,TH4,歩道用,
1031,43.077214 ,141.301206 ,北海道札幌市西区琴似二条５丁目４,01107,西区,TH5,歩道用,
1032,43.105269 ,141.243676 ,北海道札幌市手稲区富丘五条４丁目１２,01109,手稲区,1,歩道用,
1033,43.109459 ,141.254423 ,北海道札幌市手稲区富丘一条４丁目３,01109,手稲区,2,歩道用,
1034,43.093246 ,141.256142 ,北海道札幌市手稲区西宮の沢六条２丁目４,01109,手稲区,5,歩道用,
1035,43.093034 ,141.255458 ,北海道札幌市手稲区西宮の沢六条２丁目４,01109,手稲区,6,歩道用,
1036,43.093947 ,141.255858 ,北海道札幌市手稲区西宮の沢五条２丁目,01109,手稲区,7,歩道用,
1037,43.093538 ,141.255549 ,北海道札幌市手稲区西宮の沢六条２丁目４,01109,手稲区,8,歩道用,
1038,43.104142 ,141.244760 ,北海道札幌市手稲区富丘五条４丁目８,01109,手稲区,9,歩道用,
1039,43.111918 ,141.257099 ,北海道札幌市手稲区富丘一条４丁目５,01109,手稲区,10,歩道用,
1040,43.118917 ,141.239229 ,北海道札幌市手稲区手稲本町二条４丁目１,01109,手稲区,11,歩道用,
1041,43.117138 ,141.233332 ,北海道札幌市手稲区手稲本町五条４丁目５,01109,手稲区,16,歩道用,
1042,43.105313 ,141.247246 ,北海道札幌市手稲区富丘四条４丁目４,01109,手稲区,17,歩道用,
1043,43.090973 ,141.256569 ,北海道札幌市手稲区西宮の沢六条１丁目１２,01109,手稲区,18,歩道用,
1044,43.105860 ,141.257715 ,北海道札幌市手稲区西宮の沢二条５丁目１,01109,手稲区,19,歩道用,
1045,43.138685 ,141.208922 ,北海道札幌市手稲区星置三条４丁目３,01109,手稲区,1,歩道用,
1046,43.116041 ,141.240619 ,北海道札幌市手稲区手稲本町三条２丁目６,01109,手稲区,2,歩道用,
1047,43.116354 ,141.241320 ,北海道札幌市手稲区手稲本町三条２丁目６,01109,手稲区,3,歩道用,
1048,43.119656 ,141.242744 ,北海道札幌市手稲区手稲本町一条３丁目３,01109,手稲区,1,歩道用,
1049,43.121328 ,141.247672 ,北海道札幌市手稲区前田一条１１丁目１,01109,手稲区,6,歩道用,
1050,43.122666 ,141.245860 ,北海道札幌市手稲区前田二条１１丁目３,01109,手稲区,9,歩道用,
1051,43.122455 ,141.246191 ,北海道札幌市手稲区前田二条１１丁目３,01109,手稲区,10,歩道用,
1052,43.122358 ,141.245981 ,北海道札幌市手稲区前田一条１１丁目１,01109,手稲区,11,歩道用,
1053,43.122497 ,141.245713 ,北海道札幌市手稲区前田一条１２丁目２,01109,手稲区,12,歩道用,
1054,43.126168 ,141.253999 ,北海道札幌市手稲区前田六条１１丁目１,01109,手稲区,13,歩道用,
1055,43.120962 ,141.261960 ,北海道札幌市手稲区前田六条６丁目１,01109,手稲区,14,歩道用,
1056,43.125904 ,141.254025 ,北海道札幌市手稲区前田五条１０丁目５,01109,手稲区,15,歩道用,
1057,43.120905 ,141.261680 ,北海道札幌市手稲区前田五条７丁目４,01109,手稲区,16,歩道用,
1058,43.121443 ,141.247833 ,北海道札幌市手稲区前田二条１１丁目１,01109,手稲区,23,歩道用,
1059,43.121079 ,141.248604 ,北海道札幌市手稲区前田二条１０丁目１,01109,手稲区,24,歩道用,
1060,43.120978 ,141.248323 ,北海道札幌市手稲区前田二条１０丁目２,01109,手稲区,25,歩道用,
1061,43.121264 ,141.247831 ,北海道札幌市手稲区前田二条１０丁目２,01109,手稲区,26,歩道用,
1062,43.125127 ,141.241772 ,北海道札幌市手稲区曙二条１丁目１,01109,手稲区,27,歩道用,
1063,43.124819 ,141.242013 ,北海道札幌市手稲区前田一条１２丁目５,01109,手稲区,28,歩道用,
1064,43.126038 ,141.254252 ,北海道札幌市手稲区前田六条１０丁目２,01109,手稲区,29,歩道用,
1065,43.126004 ,141.253744 ,北海道札幌市手稲区前田五条１１丁目７,01109,手稲区,30,歩道用,
